Severity,Date,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,City,County,State,Zipcode,Timezone,Weather_Timestamp,Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Temperature(F)
2,2020-06-11,07:38:57,08:37:03,26.144707,-80.441902,0.0,Accident on US-27 Southbound before I-75 Exit 23.,Fort Lauderdale,Broward,FL,33332,US/Eastern,07:53:00,,30.06,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.9
2,2020-06-15,15:20:00,16:32:42,34.459549,-117.35451299999998,0.0,At Bear Valley Rd - Accident.,Hesperia,San Bernardino,CA,92345,US/Pacific,16:45:00,,26.91,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,71.9
2,2020-06-15,22:24:00,23:00:45,34.414656,-117.224722,0.0,At Arrowhead Lake Rd - Accident.,Apple Valley,San Bernardino,CA,92308-8351,US/Pacific,18:45:00,,26.93,10.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,71.9
3,2020-06-16,07:18:00,08:16:36,25.96229,-80.166893,1.190000057220459,Entry ramp to I-95 Southbound from Ne 203rd St closed due to accident.,Miami,Miami-Dade,FL,33179,US/Eastern,06:53:00,,30.03,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.1
3,2020-06-17,17:28:39,18:13:39,37.77496,-79.40099000000002,1.142,At I-64/Exit 191 - Accident. Hard shoulder blocked. on the right.,Lexington,Rockbridge,VA,24450,US/Eastern,17:35:00,,26.26,0.0,ENE,14.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,60.1
3,2020-06-18,07:35:51,07:50:51,38.93368,-76.9188,0.226,Between MD-202/Landover Rd and MD-450 - Accident. Two lanes blocked.,Hyattsville,Prince George's,MD,20785,US/Eastern,07:35:00,,30.06,2.0,ENE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.2
3,2020-06-19,14:31:22,16:15:35,25.96417000000001,-80.16585500000002,0.0,Center lane blocked due to accident on I-95 Southbound at Exit 16 203rd St.,Miami,Miami-Dade,FL,33179,US/Eastern,14:53:00,,30.01,10.0,SSE,10.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,82.1
2,2020-06-19,21:06:00,21:57:43,34.382917,-117.415191,0.0,At US-395 - Accident.,Hesperia,San Bernardino,CA,92344,US/Pacific,19:45:00,,26.9,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,72.9
3,2020-06-20,03:15:12,05:15:12,39.01602000000001,-77.01961,0.0,At US-29/Colesville Rd/Exit 30 - Accident.,Silver Spring,Montgomery,MD,20901,US/Eastern,03:15:00,,29.99,1.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,71.6
3,2020-06-21,16:56:00,17:11:00,34.35985,-117.43558,0.0,At Oak Hill Rd - Accident. Hard shoulder blocked.,Hesperia,San Bernardino,CA,92344,US/Pacific,16:45:00,,26.91,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.5
2,2020-06-23,21:38:00,22:11:27,34.50261,-117.324433,0.0,At I-15-BL/CA-18/Palmdale Rd - Accident.,Victorville,San Bernardino,CA,92395,US/Pacific,16:45:00,,26.9,10.0,S,21.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,81.5
2,2020-06-24,14:17:24,15:22:44,40.527653,-74.355576,0.0,Right and center lane closed due to accident on US-1 Southbound at I-287.,Edison,Middlesex,NJ,08837,US/Eastern,14:15:00,,29.72,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.6
3,2020-06-24,17:55:33,18:40:33,40.43121,-74.30266,0.228,At Perrine Rd - Accident investigation work. Danger.,Old Bridge,Middlesex,NJ,08857-2867,US/Eastern,17:55:00,,29.74,10.0,WNW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,75.6
3,2020-06-24,11:42:23,12:32:21,40.42868,-74.21198000000003,0.0,At RT-35 - Accident.,Keyport,Monmouth,NJ,07735,US/Eastern,11:35:00,,29.72,10.0,NW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.6
3,2020-06-25,13:39:35,14:09:35,39.95734,-78.8486,0.0,At Wambaugh Hollow Rd - Accident. Left lane blocked.,Berlin,Somerset,PA,15530,US/Eastern,13:35:00,,29.21,7.0,N,9.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,67.1
3,2020-06-26,10:39:56,11:09:56,40.51502,-74.29878000000002,0.0,Ramp to CR-656/Smith St Eastbound - Accident. Two lanes blocked.,Keasbey,Middlesex,NJ,08832,US/Eastern,10:35:00,,29.96,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.8
2,2020-06-30,10:51:34,12:27:46,26.062199,-80.35367600000002,0.0,Accident on I-75 Southbound at Exits 13A 13B FL-818 Griffin Rd.,Fort Lauderdale,Broward,FL,33331,US/Eastern,10:53:00,,30.04,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,85.2
4,2020-07-01,21:08:43,21:37:29,25.942879,-80.187675,4.550000190734863,Accident on I-95 from 2nd Ave to Exit 14 FL-860 Miami Gardens Dr. Express lanes closed.,Miami,Miami-Dade,FL,33179,US/Eastern,21:00:00,,30.01,10.0,ESE,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,84.9
4,2020-07-01,18:00:04,18:29:16,25.927807,-80.20663499999998,2.1800000667572017,Accident on I-95 Northbound between Exit 11 6th Ave and Exits 12 12B 12C FL-826. Express lanes blocked.,Miami,Miami-Dade,FL,33169,US/Eastern,17:53:00,,29.93,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.9
2,2020-07-03,17:39:46,19:24:33,31.567083,-85.7575,0.0,Lane blocked due to accident on US-231 Northbound at AL-51.,Ariton,Dale,AL,36311,US/Central,17:24:00,,29.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.9
3,2020-07-12,15:40:41,16:09:32,26.110867,-80.299408,0.0,2 center lane blocked due to accident on I-595 Eastbound at Exits 3&2 3&4 FL-84.,Fort Lauderdale,Broward,FL,33325,US/Eastern,15:53:00,,29.96,10.0,W,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,84.9
3,2020-07-17,15:04:36,16:04:12,41.65847,-86.894402,0.0,Left lane closed due to accident on I-94 Eastbound at Exits 34A 34B US-421.,Michigan City,LaPorte,IN,46360,US/Central,14:55:00,,29.41,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,75.1
2,2020-07-17,05:43:51,06:40:24,25.926041,-80.155937,0.0,Left lane blocked due to accident on FL-826 163rd St Eastbound before NW 27th Ave.,North Miami Beach,Miami-Dade,FL,33160-3702,US/Eastern,05:53:00,,30.05,10.0,NE,6.0,0.03,Light Rain with Thunder,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,84.2
2,2020-07-18,06:54:22,07:20:35,40.512932,-74.30117,0.0,Right lane blocked due to accident on Garden State Pkwy Southbound at 125 127 129 / US-9.,Keasbey,Middlesex,NJ,08832,US/Eastern,06:55:00,,30.06,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,80.5
2,2020-07-22,16:05:51,17:05:35,40.510632,-74.385849,0.0,Left lane closed due to accident on US-1 Northbound at Old Post Rd.,Edison,Middlesex,NJ,08817,US/Eastern,15:55:00,,29.94,10.0,SSW,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,82.7
2,2020-07-22,11:52:59,12:22:45,40.654411,-74.226578,0.0,Accident on Fay Ave at NJ-439 Elmora Ave.,Elizabeth,Union,NJ,07202-3108,US/Eastern,11:55:00,,30.0,10.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,82.7
2,2020-07-24,03:56:39,04:41:17,34.595966,-117.255852,0.0,Right hand shoulder blocked due to accident on I-15 Southbound at Victorville Quarry Rd.,Victorville,San Bernardino,CA,92394,US/Pacific,06:45:00,,26.97,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,76.0
2,2020-07-31,06:34:05,07:19:32,36.768688,-121.760231,0.0,Accident on Cooper St at Mcdougall St.,Castroville,Monterey,CA,95012-2554,US/Pacific,06:53:00,,29.95,7.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,61.7
2,2020-08-03,07:53:20,08:53:09,34.25053,-86.495262,0.0,Accident on CR-2 Hopewell Rd at US-231.,Arab,Blount,AL,35016-3254,US/Central,07:55:00,,28.92,10.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,79.7
3,2020-08-03,07:16:24,08:37:14,34.426636,-117.380318,0.0,Fast lane blocked due to accident on I-15 Southbound at Exit 143 Main St.,Hesperia,San Bernardino,CA,92345,US/Pacific,07:45:00,,27.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,81.7
2,2020-08-12,17:53:14,19:48:06,36.894234,-121.774231,0.0,Accident on CA-1 Southbound after Exit 425 CA-129 Riverside Dr.,Watsonville,Santa Cruz,CA,95076,US/Pacific,17:53:00,,29.74,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,66.3
2,2020-08-13,06:11:38,07:10:48,26.351255,-80.11853,0.0,Accident on I-95 Southbound after Exit 44 Palmetto Park Rd.,Boca Raton,Palm Beach,FL,33486,US/Eastern,06:23:00,,30.0,2.0,SSE,12.0,0.09,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,83.5
3,2020-08-13,11:14:56,13:11:39,26.318445,-80.116196,3.660000085830689,Three lanes blocked due to accident on I-95 Southbound between Palmetto Park Rd and FL-810 Hillsboro Blvd.,Deerfield Beach,Broward,FL,33441,US/Eastern,10:53:00,,30.04,10.0,ESE,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,83.5
3,2020-08-15,06:34:29,08:37:21,34.545994,-117.29953,0.0,Accident on I-15 Northbound at Exits 153A 153B D St.,Victorville,San Bernardino,CA,92395,US/Pacific,06:53:00,,27.02,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,88.1
2,2020-08-17,07:58:41,08:57:46,26.297649,-80.09404,0.0,Accident on US-1 Federal Hwy near 15th St.,Deerfield Beach,Broward,FL,33441-7223,US/Eastern,07:53:00,,29.96,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,84.5
3,2020-08-18,14:51:41,16:12:22,26.461884,-80.08886,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 52 FL-806 Atlantic Ave.,Delray Beach,Palm Beach,FL,33444,US/Eastern,14:53:00,,29.91,10.0,S,10.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,84.2
4,2020-08-19,15:08:56,16:23:32,39.295403,-84.485069,1.5499999523162842,Two lanes blocked due to accident on I-275 Westbound between OH-747 Princeton Pike and OH-4 Springfield Pike.,Cincinnati,Hamilton,OH,45246,US/Eastern,14:53:00,,29.4,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,67.1
2,2020-08-24,20:24:00,22:08:07,30.502701,-87.229202,1.2799999713897705,Entry ramp to I-10 Eastbound at Exit 6 from I-110 Northbound lane blocked due to accident.,Pensacola,Escambia,FL,32504,US/Central,20:53:00,,29.8,10.0,ENE,8.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,81.1
2,2020-08-26,17:32:34,18:32:17,43.87035,-93.015343,0.0,Accident on MN-30 at 115th Ave.,Blooming Prairie,Dodge,MN,55917-6973,US/Central,17:35:00,,28.43,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,77.7
2,2020-09-01,06:18:43,06:48:27,28.31008,-82.270271,0.0,Accident on Wirt Rd at CR-579-ALT Prospect Rd.,Dade City,Pasco,FL,33525,US/Eastern,06:15:00,,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,82.1
2,2020-09-08,13:37:18,14:21:58,34.105888,-84.030357,0.0,One lane blocked due to accident on GA-20 Nelson Brogdon Blvd both ways at Peachtree Industrial Blvd.,Buford,Gwinnett,GA,30518,US/Eastern,13:56:00,,28.95,10.0,E,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,72.2
3,2020-09-08,08:03:32,09:33:18,34.43045,-117.377281,0.0,#1 lane blocked due to accident on I-15 Northbound at Exit 143 Main St.,Hesperia,San Bernardino,CA,92345,US/Pacific,08:45:00,,26.78,5.0,WSW,14.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,74.4
2,2020-09-09,11:27:04,13:45:12,38.2962,-77.497437,0.0,Two lanes blocked due to accident on VA-3 Plank Rd Eastbound at Altoona Dr.,Fredericksburg,Fredericksburg,VA,22401-4901,US/Eastern,11:35:00,,30.15,10.0,NNE,8.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,74.2
2,2020-09-10,11:59:00,21:07:30,34.50863,-117.399549,0.139,Stationary traffic on US-395 N - CA-18 - US-395 S from Seneca Rd to Pearmain St due to accident.,Adelanto,San Bernardino,CA,92301-6701,US/Pacific,11:45:00,,27.14,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,70.6
2,2020-09-12,23:56:00,03:06:22,34.483283,-117.261319,0.058,Incident on ROLLING RIDGE DR near KALIN RANCH DR Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,19:45:00,,26.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,78.0
2,2020-09-14,18:41:00,20:04:58,36.593538,-121.921387,0.561,Incident on CA-68 WB near SKYLINE FOREST DR Right shoulder closed.,Pebble Beach,Monterey,CA,93953,US/Pacific,18:54:00,,29.77,1.0,NW,7.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,58.1
2,2020-09-15,16:17:00,18:33:00,30.389139,-87.289512,0.071,Incident on PATTON DR near BUENA AVE Drive with caution.,Pensacola,Escambia,FL,32507-1904,US/Central,16:19:00,,29.59,0.75,E,35.0,0.0,Heavy Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.2
2,2020-09-21,03:01:00,04:45:30,33.668044,-84.037646,1.814,Stationary traffic lane closed on I-20 from West Ave/Exit 80 (I-20) to Sigman Rd/Exit 78 (I-20) due to accident.,Conyers,Rockdale,GA,30012,US/Eastern,02:56:00,,29.22,10.0,ENE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,59.5
3,2020-09-25,02:36:30,03:51:15,34.540714,-117.308174,0.0,#2 and #3 lane blocked due to accident on I-15 Northbound at D St.,Victorville,San Bernardino,CA,92394,US/Pacific,05:45:00,,26.99,5.0,SSE,3.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,72.3
2,2020-09-25,10:08:34,10:55:00,34.382786,-117.41552,0.0,Accident on I-15 Southbound at Exit 140 Ranchero Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,09:47:00,,27.03,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.3
2,2020-09-25,23:34:00,00:49:42,25.68081,-80.389012,1.287,Incident on FLORIDA'S TPKE SB near MM 20 Drive with caution.,Miami,Miami-Dade,FL,33186,US/Eastern,23:53:00,,30.0,6.0,S,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,83.1
2,2020-09-26,04:38:51,07:41:30,25.766468,-80.38683499999998,0.074,Incident on SW 118TH AVE near SW 2ND ST Drive with caution.,Miami,Miami-Dade,FL,33184,US/Eastern,04:42:00,,29.96,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,83.5
3,2020-09-26,07:01:40,07:31:22,34.360275,-117.433434,0.0,Accident on I-15 Northbound at Exit 138 Mariposa Rd. SigAlert issued.,Hesperia,San Bernardino,CA,92344,US/Pacific,06:50:00,,27.01,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,72.9
2,2020-10-09,12:20:00,14:04:29,34.601023,-117.232397,0.682,Incident on JOHNSON RD near STODDARD WELLS RD Expect delays.,Apple Valley,San Bernardino,CA,92307,US/Pacific,12:46:00,,26.96,10.0,WSW,6.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,63.3
2,2020-10-09,08:16:55,08:46:40,27.75522,-81.797333,0.0,Accident on 3rd St at Oak Ave.,Fort Meade,Polk,FL,33841-2935,US/Eastern,07:50:00,,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,78.9
2,2020-10-13,14:03:30,14:48:30,40.526622,-74.27074300000002,1.843,Slow traffic on NJ-440 from State St (Outer Bridge Xing/NJ-440) to Korean War Veterans Pkwy (N Bridge St/NY-440) due to accident.,Perth Amboy,Middlesex,NJ,08861,US/Eastern,13:55:00,,29.84,10.0,N,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,58.7
2,2020-10-14,01:53:00,10:13:02,34.504959,-117.342674,0.215,Incident on ANACAPA RD near DEL GADO RD Expect delays.,Victorville,San Bernardino,CA,92392-2505,US/Pacific,05:45:00,,27.12,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,77.5
2,2020-10-15,09:12:53,11:27:55,34.364529,-117.43145,0.0,Right hand shoulder blocked due to accident on I-15 Southbound at Exit 138 Oak Hill Rd.,Hesperia,San Bernardino,CA,92344,US/Pacific,08:45:00,,27.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,75.0
2,2020-10-16,13:51:00,17:34:39,34.349774,-117.247989,0.054,Incident on ARROWHEAD LAKE RD near WELSH LN Drive with caution.,Hesperia,San Bernardino,CA,92345,US/Pacific,13:48:00,,27.09,10.0,N,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,72.2
2,2020-10-16,21:40:00,23:43:48,38.106304,-122.229756,0.177,Incident on I-80 WB near SOLANO AVE Drive with caution.,Vallejo,Solano,CA,94590,US/Pacific,21:54:00,,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,73.5
2,2020-10-17,14:29:00,16:11:18,34.542678,-117.304984,0.575,Incident on I-15 NB near CA-18 Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,14:45:00,,27.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,73.0
2,2020-10-17,22:44:00,05:17:08,34.480588,-117.275448,0.17,Incident on CANYON MEADOW RD near HOUSE 17813 Drive with caution.,Victorville,San Bernardino,CA,92395,US/Pacific,19:45:00,,27.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,73.0
3,2020-10-19,10:15:24,12:55:54,41.493092,-94.30835,0.0,Left lane blocked due to earlier accident on I-80 Westbound before Division St.,Stuart,Adair,IA,50250,US/Central,14:35:00,,29.14,10.0,E,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7
2,2020-10-20,23:37:00,00:55:17,34.750238,-117.16935,3.562,Incident on I-15 SB near HODGE Drive with caution.,Helendale,San Bernardino,CA,92342,US/Pacific,18:45:00,,26.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,72.8
2,2020-10-20,08:14:37,08:44:04,33.960629,-84.061325,0.0,Right lane blocked and right hand shoulder blocked due to accident on GA-316 Westbound before Sugarloaf Pkwy.,Lawrenceville,Gwinnett,GA,30044,US/Eastern,07:56:00,,29.09,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,62.2
2,2020-10-20,01:55:00,03:10:00,34.055609999999994,-84.00301999999998,1.217,Incident on I-85 NB near GA-20 Expect long delays.,Buford,Gwinnett,GA,30519,US/Eastern,01:56:00,,29.07,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,62.2
2,2020-10-20,23:19:23,01:16:59,46.906975,-93.613933,1.58,Incident on US-169 near KANGAS LK RD Drive with caution.,Hill City,Aitkin,MN,55748-9747,US/Central,23:23:00,,28.58,2.0,SE,5.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,27.8
2,2020-10-22,21:58:00,23:17:48,34.704791,-117.203446,3.682,Incident on I-15 NB near HOUSE 5700 Drive with caution.,Apple Valley,San Bernardino,CA,92307,US/Pacific,19:47:00,,26.9,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,63.4
